links,capital,DE0 2,OCGT,9849372.598038562
links,capital,DE0 2,SMR,232.093111462051
links,capital,DE0 2,SMR CC,12304312.870321078
links,capital,DE0 2,Sabatier,124.29538563416506
links,capital,DE0 2,V2G,0.0
links,capital,DE0 2,battery charger,22541470.926148884
links,capital,DE0 2,battery discharger,0.0
links,capital,DE0 2,electricity distribution grid,920924428.711056
links,capital,DE0 2,home battery charger,576.6556484682465
links,capital,DE0 2,home battery discharger,0.0
links,capital,DE0 2,methanolisation,2315.236479946919
links,capital,DE0 2,rural air heat pump,770.0734288245188
links,capital,DE0 2,rural biomass boiler,465.7384963795714
links,capital,DE0 2,rural gas boiler,147655268.22225696
links,capital,DE0 2,rural ground heat pump,1091570170.9703202
links,capital,DE0 2,rural resistive heater,17898383.775819167
links,capital,DE0 2,rural water tanks charger,0.0
links,capital,DE0 2,rural water tanks discharger,0.0
links,capital,DE0 2,urban central air heat pump,6699.3576904208085
links,capital,DE0 2,urban central gas CHP,153503624.53203696
links,capital,DE0 2,urban central gas CHP CC,1045488754.9611517
links,capital,DE0 2,urban central gas boiler,10054343.093049103
links,capital,DE0 2,urban central resistive heater,35226515.23934349
links,capital,DE0 2,urban central solid biomass CHP,300.090857152939
links,capital,DE0 2,urban central solid biomass CHP CC,534470931.94349706
links,capital,DE0 2,urban central water tanks charger,0.0
links,capital,DE0 2,urban central water tanks discharger,0.0
links,capital,DE0 2,urban decentral air heat pump,479354405.2529221
links,capital,DE0 2,urban decentral biomass boiler,468.54635357089256
links,capital,DE0 2,urban decentral gas boiler,300585593.4437162
links,capital,DE0 2,urban decentral resistive heater,13500337.946680583
links,capital,DE0 2,urban decentral water tanks charger,0.0
links,capital,DE0 2,urban decentral water tanks discharger,0.0
links,capital,DE0 3,BEV charger,0.0
links,capital,DE0 3,DAC,3059.956378038951
links,capital,DE0 3,Fischer-Tropsch,193.54472110415168
links,capital,DE0 3,H2 Electrolysis,1036.8536916743171
links,capital,DE0 3,H2 Fuel Cell,322.6087668941572
links,capital,DE0 3,OCGT,8616497.895762429
links,capital,DE0 3,SMR,232.24769719205744
links,capital,DE0 3,SMR CC,56669682.530871406
links,capital,DE0 3,Sabatier,124.3863496036914
links,capital,DE0 3,V2G,0.0
links,capital,DE0 3,battery charger,62851.90129640825
links,capital,DE0 3,battery discharger,0.0
links,capital,DE0 3,electricity distribution grid,1612926855.7238312
links,capital,DE0 3,home battery charger,573.8402015940035
links,capital,DE0 3,home battery discharger,0.0
links,capital,DE0 3,methanolisation,2590.161970006736
links,capital,DE0 3,rural air heat pump,753.0122013159671
links,capital,DE0 3,rural biomass boiler,489.65699593288764
links,capital,DE0 3,rural gas boiler,167694469.7499908
links,capital,DE0 3,rural ground heat pump,1016025507.7363002
links,capital,DE0 3,rural resistive heater,12930135.22246344
links,capital,DE0 3,rural water tanks charger,0.0
links,capital,DE0 3,rural water tanks discharger,0.0
links,capital,DE0 3,urban central air heat pump,197131891.04395974
links,capital,DE0 3,urban central gas CHP,529524278.913866
links,capital,DE0 3,urban central gas CHP CC,2290007839.696048
links,capital,DE0 3,urban central gas boiler,45421344.875155576
links,capital,DE0 3,urban central resistive heater,59469094.529711746
links,capital,DE0 3,urban central solid biomass CHP,300.5168938607762
links,capital,DE0 3,urban central solid biomass CHP CC,1686941346.8203804
links,capital,DE0 3,urban central water tanks charger,0.0
links,capital,DE0 3,urban central water tanks discharger,0.0
links,capital,DE0 3,urban decentral air heat pump,1354361004.285244
links,capital,DE0 3,urban decentral biomass boiler,472.24290700277436
links,capital,DE0 3,urban decentral gas boiler,868594577.0801442
links,capital,DE0 3,urban decentral resistive heater,30007184.261774674
links,capital,DE0 3,urban decentral water tanks charger,0.0
links,capital,DE0 3,urban decentral water tanks discharger,0.0
links,capital,DE0 4,BEV charger,0.0
links,capital,DE0 4,DAC,3248411085.184123
links,capital,DE0 4,Fischer-Tropsch,193.0399357312076
links,capital,DE0 4,H2 Electrolysis,1011781711.2142949
links,capital,DE0 4,H2 Fuel Cell,320.0119801945969
